time,temperature_2m_max (°C),temperature_2m_min (°C),precipitation_sum (mm),weathercode (wmo code),windspeed_10m_max (km/h)
2025-06-06,37.1,25.6,0.30,51,16.8
2025-06-07,40.9,27.4,0.00,0,14.1
2025-06-08,42.5,28.8,0.00,0,12.6
2025-06-09,43.7,29.1,0.00,0,16.5
2025-06-10,42.9,29.9,0.00,0,22.0
2025-06-11,42.7,30.7,0.00,0,16.3
2025-06-12,43.2,31.9,0.00,1,13.1
2025-06-13,43.1,32.4,0.00,2,16.8
2025-06-14,42.6,32.2,0.00,1,13.4
2025-06-15,38.6,30.3,0.00,3,16.0
2025-06-16,36.1,25.9,14.60,65,22.7
2025-06-17,39.3,26.7,4.90,63,21.3
2025-06-18,34.7,26.5,0.20,51,11.2
2025-06-19,31.8,25.1,30.60,63,13.5
2025-06-20,31.3,26.0,14.70,63,11.9
2025-06-21,34.9,26.1,3.20,61,7.4
2025-06-22,35.4,27.5,2.30,55,11.7
2025-06-23,34.7,26.3,5.70,63,10.1
2025-06-24,35.2,26.2,1.60,61,10.2
2025-06-25,34.0,26.8,1.20,55,12.1
2025-06-26,34.8,26.0,15.30,65,11.9
2025-06-27,34.6,27.7,1.30,53,11.7
2025-06-28,34.5,26.6,1.10,53,11.8
2025-06-29,34.6,27.0,4.00,61,11.4
2025-06-30,33.1,26.4,10.80,63,10.7
2025-07-01,32.4,25.2,5.50,63,8.0
2025-07-02,33.1,26.3,9.60,63,11.6
2025-07-03,33.1,26.0,0.70,51,11.3
2025-07-04,34.3,26.1,1.40,55,12.1
2025-07-05,34.1,26.3,9.70,63,12.8
2025-07-06,34.0,25.9,11.40,63,8.0
2025-07-07,34.1,25.5,4.30,63,12.8
2025-07-08,34.7,27.1,4.00,63,12.4
2025-07-09,32.7,27.0,2.20,55,12.3
2025-07-10,30.6,26.1,4.30,61,8.5
2025-07-11,32.6,25.0,7.30,63,6.6
2025-07-12,33.1,26.3,13.10,65,11.6
2025-07-13,31.7,25.8,16.10,63,17.2
2025-07-14,32.2,25.4,6.40,61,25.1
2025-07-15,32.8,26.0,6.50,63,12.5
2025-07-16,32.6,25.9,4.90,63,11.6
2025-07-17,31.9,25.9,3.20,55,11.0
2025-07-18,29.5,26.2,9.80,61,31.0
2025-07-19,32.9,25.3,0.00,3,15.6
2025-07-20,33.7,25.9,0.00,3,9.7
2025-07-21,33.1,26.9,0.40,51,6.3
2025-07-22,34.1,26.9,0.70,53,6.7
2025-07-23,31.3,26.9,5.60,63,10.4
2025-07-24,34.1,26.2,0.20,51,12.4
2025-07-25,35.0,26.9,0.40,51,13.8
2025-07-26,33.2,26.9,9.30,63,11.2
2025-07-27,33.9,27.4,2.20,55,16.5
2025-07-28,34.3,27.2,2.30,61,9.9
2025-07-29,30.7,26.5,17.60,63,6.7
2025-07-30,30.8,26.0,28.10,65,9.5
2025-07-31,31.8,25.3,28.20,63,8.8
2025-08-01,33.0,25.7,4.70,61,11.2
2025-08-02,33.2,26.1,0.20,51,10.6
2025-08-03,30.7,26.2,10.00,63,11.0
2025-08-04,29.9,25.7,4.00,53,17.5
2025-08-05,31.5,26.5,0.10,51,12.2
2025-08-06,33.2,26.1,0.90,53,10.8
2025-08-07,33.7,26.2,0.00,3,13.0
2025-08-08,32.6,26.9,0.10,51,12.1
2025-08-09,31.3,26.0,0.70,51,18.6
2025-08-10,32.2,24.5,17.00,63,13.1
2025-08-11,32.9,26.4,8.60,63,13.4
2025-08-12,33.2,26.8,0.60,51,10.1
2025-08-13,33.6,26.6,5.70,63,11.8
2025-08-14,31.6,26.1,14.90,65,8.4
2025-08-15,32.9,26.1,1.80,53,11.9
2025-08-16,NaN,NaN,NaN,NaN,NaN
2025-08-17,NaN,NaN,NaN,NaN,NaN
