time,temperature_2m_max (°C),temperature_2m_min (°C),precipitation_sum (mm),weathercode (wmo code),windspeed_10m_max (km/h)
2025-07-26,30.4,24.1,11.20,63,15.8
2025-07-27,29.1,23.4,16.70,65,18.2
2025-07-28,30.2,23.2,22.80,63,21.2
2025-07-29,28.2,23.3,8.50,63,21.1
2025-07-30,26.8,23.6,2.30,53,17.1
2025-07-31,27.9,23.6,2.40,51,17.2
2025-08-01,29.3,24.0,0.50,51,19.0
2025-08-02,29.8,22.9,1.00,51,16.7
2025-08-03,29.9,22.9,0.40,51,13.2
2025-08-04,29.8,23.4,1.20,51,15.2
2025-08-05,29.0,23.4,1.10,51,16.1
2025-08-06,29.6,23.3,1.00,51,14.8
2025-08-07,30.5,22.7,0.00,3,13.1
2025-08-08,30.3,22.6,0.00,3,12.7
2025-08-09,30.5,23.0,0.10,51,13.0
2025-08-10,29.8,23.5,0.60,51,11.8
2025-08-11,30.4,23.3,1.90,53,15.1
2025-08-12,30.5,23.6,0.00,3,15.2
2025-08-13,30.2,23.5,0.10,51,11.3
2025-08-14,29.9,23.6,2.00,51,5.7
2025-08-15,31.1,23.6,6.80,63,8.0
2025-08-16,NaN,NaN,NaN,NaN,NaN
2025-08-17,NaN,NaN,NaN,NaN,NaN
